utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_001308,ALE,1;05.08,ALE,"ej, kaka Techi i tja tuk .","['ej', ',', 'kaka', 'Techi', 'i', 'tja', 'tuk', '.']","['ej', ',', 'kaka', 'techi', 'i', 'tja', 'tuk', '.']","['ej', 'kaka', 'techi', 'i', 'tja', 'tuk']",6,"Ей, кака течи и тя тук .","['ей', 'кака', 'течи', 'и', 'тя', 'тук']","Ей , кака течи и тя тук .","Ей , кака течи и тя тук .",,ей кака течи и тя тук
UTT_001309,ALE,1;05.08,ALE,I tuj-tuka .,"['I', 'tuj-tuka', '.']","['i', 'tuj-tuka', '.']","['i', 'tuj-tuka']",2,И туй-тука .,"['и', 'туй-тука']",И туй-тука .,И туй-тука .,,и туй тука
UTT_001313,ALE,1;05.08,ALE,eto go !,"['eto', 'go', '!']","['eto', 'go', '!']","['eto', 'go']",2,Ето го !,"['ето', 'го']",Ето го !,Ето го !,,ето го
UTT_001315,ALE,1;05.08,ALE,"daj-daj, daj-daj de !","['daj-daj', ',', 'daj-daj', 'de', '!']","['daj-daj', ',', 'daj-daj', 'de', '!']","['daj-daj', 'daj-daj', 'de']",3,"Дай-дай, дай-дай де !","['дай-дай', 'дай-дай', 'де']","Дай-дай , дай-дай де !","Дай-дай , дай-дай де !",,дай дай дай дай де
UTT_001322,ALE,1;05.08,ALE,kako Asja !,"['kako', 'Asja', '!']","['kako', 'asja', '!']","['kako', 'asja']",2,Како ася !,"['како', 'ася']",Како ася !,Како ася !,,како ася
UTT_001337,ALE,1;05.08,ALE,a [: na] emjata [: zemjata] tuka !,"['na', 'zemjata', 'tuka', '!']","['na', 'zemjata', 'tuka', '!']","['na', 'zemjata', 'tuka']",3,А [: на] емята [: земята] тука !,"['а', 'на', 'емята', 'земята', 'тука']",А емята тука !,на земята тука !,,на земята тука
UTT_001340,ALE,1;05.08,ALE,kaka Techi .,"['kaka', 'Techi', '.']","['kaka', 'techi', '.']","['kaka', 'techi']",2,Кака течи .,"['кака', 'течи']",Кака течи .,Кака течи .,,кака течи
UTT_001341,ALE,1;05.08,ALE,"sako [: svako], baba, djado, baba, baba .","['svako', ',', 'baba', ',', 'djado', ',', 'baba', ',', 'baba', '.']","['svako', ',', 'baba', ',', 'djado', ',', 'baba', ',', 'baba', '.']","['svako', 'baba', 'djado', 'baba', 'baba']",5,"Сако [: свако], баба, дядо, баба, баба .","['сако', 'свако', 'баба', 'дядо', 'баба', 'баба']","Сако , баба , дядо , баба , баба .","свако баба , дядо , баба , баба .",,свако баба дядо баба баба
UTT_001343,ALE,1;05.08,ALE,"ikam [: iskam], mamo !","['iskam', ',', 'mamo', '!']","['iskam', ',', 'mamo', '!']","['iskam', 'mamo']",2,"Икам [: искам], мамо !","['икам', 'искам', 'мамо']","Икам , мамо !",искам мамо !,,искам мамо
UTT_001348,ALE,1;05.08,ALE,"mamo, ej djado .","['mamo', ',', 'ej', 'djado', '.']","['mamo', ',', 'ej', 'djado', '.']","['mamo', 'ej', 'djado']",3,"Мамо, ей дядо .","['мамо', 'ей', 'дядо']","Мамо , ей дядо .","Мамо , ей дядо .",,мамо ей дядо
UTT_001357,ALE,1;05.08,ALE,a [: na] tati obukite [: obuvkite] .,"['na', 'tati', 'obuvkite', '.']","['na', 'tati', 'obuvkite', '.']","['na', 'tati', 'obuvkite']",3,А [: на] тати обуките [: обувките] .,"['а', 'на', 'тати', 'обуките', 'обувките']",А тати обуките .,на тати обувките .,,на тати обувките
UTT_001367,ALE,1;05.08,ALE,sashi papa .,"['sashi', 'papa', '.']","['sashi', 'papa', '.']","['sashi', 'papa']",2,Саши папа .,"['саши', 'папа']",Саши папа .,Саши папа .,,саши папа
UTT_001393,ALE,1;05.08,ALE,jede bibeon [: jade s biberon] !,"['jede', 'jade', 's', 'biberon', '!']","['jede', 'jade', 's', 'biberon', '!']","['jede', 'jade', 's', 'biberon']",4,Йеде бибеон [: яде с биберон] !,"['йеде', 'бибеон', 'яде', 'с', 'биберон']",Йеде бибеон !,яде с биберон !,,яде с биберон
UTT_001396,ALE,1;05.08,ALE,jade dozdi [: jade grozde] .,"['jade', 'jade', 'grozde', '.']","['jade', 'jade', 'grozde', '.']","['jade', 'jade', 'grozde']",3,Яде дозди [: яде грозде] .,"['яде', 'дозди', 'яде', 'грозде']",Яде дозди .,яде грозде .,,яде грозде
UTT_001423,ALE,1;05.08,ALE,a [: na] djado koata [: kolata] .,"['na', 'djado', 'kolata', '.']","['na', 'djado', 'kolata', '.']","['na', 'djado', 'kolata']",3,А [: на] дядо коата [: колата] .,"['а', 'на', 'дядо', 'коата', 'колата']",А дядо коата .,на дядо колата .,,на дядо колата
UTT_001442,ALE,1;05.08,ALE,a nee .,"['a', 'nee', '.']","['a', 'nee', '.']","['a', 'nee']",2,А нее .,"['а', 'нее']",А нее .,А нее .,,а нее
UTT_001460,ALE,1;05.08,ALE,pataj [: papat] dodi [: grozde] .,"['papat', 'grozde', '.']","['papat', 'grozde', '.']","['papat', 'grozde']",2,Патай [: папат] доди [: грозде] .,"['патай', 'папат', 'доди', 'грозде']",Патай доди .,папат грозде .,,папат грозде
UTT_001469,ALE,1;05.08,ALE,ne mozhe .,"['ne', 'mozhe', '.']","['ne', 'mozhe', '.']","['ne', 'mozhe']",2,Не може .,"['не', 'може']",Не може .,Не може .,,не може
UTT_001472,ALE,1;05.08,ALE,jejaj [: ljagaj] tuka !,"['ljagaj', 'tuka', '!']","['ljagaj', 'tuka', '!']","['ljagaj', 'tuka']",2,Йеяй [: лягай] тука !,"['йеяй', 'лягай', 'тука']",Йеяй тука !,лягай тука !,,лягай тука
UTT_001480,ALE,1;05.08,ALE,I [: da] maxa !,"['da', 'maxa', '!']","['da', 'maxa', '!']","['da', 'maxa']",2,И [: да] маxа !,"['и', 'да', 'маxа']",И маxа !,да маxа !,,да маxа
UTT_001486,ALE,1;05.08,ALE,ditata [: decata] tupit [: se kypjat] .,"['decata', 'se', 'kypjat', '.']","['decata', 'se', 'kypjat', '.']","['decata', 'se', 'kypjat']",3,Дитата [: децата] тупит [: се къпят] .,"['дитата', 'децата', 'тупит', 'се', 'къпят']",Дитата тупит .,се къпят .,,се къпят
UTT_001487,ALE,1;05.08,ALE,ditata [: decata] tupit' [: se kypjat] .,"['decata', 'se', 'kypjat', '.']","['decata', 'se', 'kypjat', '.']","['decata', 'se', 'kypjat']",3,Дитата [: децата] тупит' [: се къпят] .,"['дитата', 'децата', 'тупит', 'се', 'къпят']",Дитата тупит' .,се къпят .,,се къпят
UTT_001506,ALE,1;05.08,ALE,tupit [: kypjat se] .,"['kypjat', 'se', '.']","['kypjat', 'se', '.']","['kypjat', 'se']",2,Тупит [: къпят се] .,"['тупит', 'къпят', 'се']",Тупит .,къпят се .,,къпят се
UTT_001517,ALE,1;05.08,ALE,tati pi [: spi] .,"['tati', 'spi', '.']","['tati', 'spi', '.']","['tati', 'spi']",2,Тати пи [: спи] .,"['тати', 'пи', 'спи']",Тати пи .,Тати спи .,,тати спи
UTT_001526,ALE,1;05.08,ALE,aga [: ljagaj/da ljagash] tuk !,"['ljagaj/da', 'ljagash', 'tuk', '!']","['ljagaj/da', 'ljagash', 'tuk', '!']","['ljagaj/da', 'ljagash', 'tuk']",3,Ага [: лягай/да лягаш] тук !,"['ага', 'лягай/да', 'лягаш', 'тук']",Ага тук !,лягай да лягаш тук !,Лягай тук !,лягай да лягаш тук
UTT_001533,ALE,1;05.08,ALE,mama tuka !,"['mama', 'tuka', '!']","['mama', 'tuka', '!']","['mama', 'tuka']",2,Мама тука !,"['мама', 'тука']",Мама тука !,Мама тука !,Мама тука !,мама тука
UTT_001543,ALE,1;05.08,ALE,"+"" Iskam limon !","['Iskam', 'limon', '!']","['iskam', 'limon', '!']","['iskam', 'limon']",2,"+"" искам лимон !","['искам', 'лимон']",""" искам лимон !",""" искам лимон !",,искам лимон
UTT_001559,ALE,1;05.08,ALE,ochupi sa [: schupi se] .,"['ochupi', 'schupi', 'se', '.']","['ochupi', 'schupi', 'se', '.']","['ochupi', 'schupi', 'se']",3,Очупи са [: счупи се] .,"['очупи', 'са', 'счупи', 'се']",Очупи са .,счупи се .,,счупи се
UTT_001585,ALE,1;06.21,ALE,taka koukaua [: kokala] .,"['taka', 'kokala', '.']","['taka', 'kokala', '.']","['taka', 'kokala']",2,Така коукауа [: кокала] .,"['така', 'коукауа', 'кокала']",Така коукауа .,Така кокала .,Така кокала .,така кокала
UTT_001591,ALE,1;06.21,ALE,kaa [: kara se] .,"['kara', 'se', '.']","['kara', 'se', '.']","['kara', 'se']",2,Каа [: кара се] .,"['каа', 'кара', 'се']",Каа .,кара се .,,кара се
UTT_001594,ALE,1;06.21,ALE,meish [: smeja se] .,"['smeja', 'se', '.']","['smeja', 'se', '.']","['smeja', 'se']",2,Меиш [: смея се] .,"['меиш', 'смея', 'се']",Меиш .,смея се .,,смея се
UTT_001605,ALE,1;06.21,ALE,tuka tani [: shte stana] .,"['tuka', 'shte', 'stana', '.']","['tuka', 'shte', 'stana', '.']","['tuka', 'shte', 'stana']",3,Тука тани [: ще стана] .,"['тука', 'тани', 'ще', 'стана']",Тука тани .,ще стана .,,ще стана
UTT_001609,ALE,1;06.21,ALE,oki [: oshte] ino [: edno] !,"['oshte', 'edno', '!']","['oshte', 'edno', '!']","['oshte', 'edno']",2,Оки [: още] ино [: едно] !,"['оки', 'още', 'ино', 'едно']",Оки ино !,още едно !,,още едно
UTT_001614,ALE,1;06.21,ALE,Miki Maus .,"['Miki', 'Maus', '.']","['miki', 'maus', '.']","['miki', 'maus']",2,Мики маус .,"['мики', 'маус']",Мики маус .,Мики маус .,,мики маус
UTT_001617,ALE,1;06.21,ALE,Miki Maus .,"['Miki', 'Maus', '.']","['miki', 'maus', '.']","['miki', 'maus']",2,Мики маус .,"['мики', 'маус']",Мики маус .,Мики маус .,,мики маус
UTT_001618,ALE,1;06.21,ALE,"ej, tyj, tyj, tyj .","['ej', ',', 'tyj', ',', 'tyj', ',', 'tyj', '.']","['ej', ',', 'tyj', ',', 'tyj', ',', 'tyj', '.']","['ej', 'tyj', 'tyj', 'tyj']",4,"Ей, тъй, тъй, тъй .","['ей', 'тъй', 'тъй', 'тъй']","Ей , тъй , тъй , тъй .","Ей , тъй , тъй , тъй .",,ей тъй тъй тъй
UTT_001630,ALE,1;06.21,ALE,daj tutijkata [: kutijkata] !,"['daj', 'kutijkata', '!']","['daj', 'kutijkata', '!']","['daj', 'kutijkata']",2,Дай тутийката [: кутийката] !,"['дай', 'тутийката', 'кутийката']",Дай тутийката !,Дай кутийката !,,дай кутийката
UTT_001633,ALE,1;06.21,ALE,mamo jez [: vlez] !,"['mamo', 'vlez', '!']","['mamo', 'vlez', '!']","['mamo', 'vlez']",2,Мамо йез [: влез] !,"['мамо', 'йез', 'влез']",Мамо йез !,Мамо влез !,,мамо влез
UTT_001651,ALE,1;06.21,ALE,ni mozhi [: ne moga] !,"['ni', 'ne', 'moga', '!']","['ni', 'ne', 'moga', '!']","['ni', 'ne', 'moga']",3,Ни можи [: не мога] !,"['ни', 'можи', 'не', 'мога']",Ни можи !,не мога !,,не мога
UTT_001654,ALE,1;06.21,ALE,daj bebito [: bebeto] !,"['daj', 'bebeto', '!']","['daj', 'bebeto', '!']","['daj', 'bebeto']",2,Дай бебито [: бебето] !,"['дай', 'бебито', 'бебето']",Дай бебито !,Дай бебето !,,дай бебето
UTT_001663,ALE,1;06.21,ALE,ganu [: gadno] miishi [: mirishe] .,"['gadno', 'mirishe', '.']","['gadno', 'mirishe', '.']","['gadno', 'mirishe']",2,Гану [: гадно] мииши [: мирише] .,"['гану', 'гадно', 'мииши', 'мирише']",Гану мииши .,гадно мирише .,,гадно мирише
UTT_001667,ALE,1;06.21,ALE,koichkata [: ot kolichkata] .,"['ot', 'kolichkata', '.']","['ot', 'kolichkata', '.']","['ot', 'kolichkata']",2,Коичката [: от количката] .,"['коичката', 'от', 'количката']",Коичката .,от количката .,,от количката
UTT_001675,ALE,1;06.21,ALE,"taka, taka, taka .","['taka', ',', 'taka', ',', 'taka', '.']","['taka', ',', 'taka', ',', 'taka', '.']","['taka', 'taka', 'taka']",3,"Така, така, така .","['така', 'така', 'така']","Така , така , така .","Така , така , така .",,така така така
UTT_001677,ALE,1;06.21,ALE,oki ino [: Oshte edno] !,"['oki', 'Oshte', 'edno', '!']","['oki', 'oshte', 'edno', '!']","['oki', 'oshte', 'edno']",3,Оки ино [: още едно] !,"['оки', 'ино', 'още', 'едно']",Оки ино !,още едно !,,още едно
UTT_001682,ALE,1;06.21,ALE,"mamo, tana, tana [: shte/da stana] .","['mamo', ',', 'tana', ',', 'shte/da', 'stana', '.']","['mamo', ',', 'tana', ',', 'shte/da', 'stana', '.']","['mamo', 'tana', 'shte/da', 'stana']",4,"Мамо, тана, тана [: ще/да стана] .","['мамо', 'тана', 'тана', 'ще/да', 'стана']","Мамо , тана , тана .","Мамо , ще да стана .",,мамо ще да стана
UTT_001683,ALE,1;06.21,ALE,"pitkata, pitkata .","['pitkata', ',', 'pitkata', '.']","['pitkata', ',', 'pitkata', '.']","['pitkata', 'pitkata']",2,"Питката, питката .","['питката', 'питката']","Питката , питката .","Питката , питката .","Питката , питката .",питката питката
UTT_001686,ALE,1;06.21,ALE,"mamo, daj !","['mamo', ',', 'daj', '!']","['mamo', ',', 'daj', '!']","['mamo', 'daj']",2,"Мамо, дай !","['мамо', 'дай']","Мамо , дай !","Мамо , дай !","Мамо , дай !",мамо дай
UTT_001688,ALE,1;06.21,ALE,"mamo, gushi [: gushni me] !","['mamo', ',', 'gushni', 'me', '!']","['mamo', ',', 'gushni', 'me', '!']","['mamo', 'gushni', 'me']",3,"Мамо, гуши [: гушни ме] !","['мамо', 'гуши', 'гушни', 'ме']","Мамо , гуши !",гушни ме !,"Мамо, гуши !",гушни ме
UTT_001693,ALE,1;06.21,ALE,agaj [: ljagaj] tuka !,"['ljagaj', 'tuka', '!']","['ljagaj', 'tuka', '!']","['ljagaj', 'tuka']",2,Агай [: лягай] тука !,"['агай', 'лягай', 'тука']",Агай тука !,лягай тука !,,лягай тука
UTT_001694,ALE,1;06.21,ALE,"mamo, kokauchi [: kokylche] .","['mamo', ',', 'kokylche', '.']","['mamo', ',', 'kokylche', '.']","['mamo', 'kokylche']",2,"Мамо, кокаучи [: кокълче] .","['мамо', 'кокаучи', 'кокълче']","Мамо , кокаучи .","Мамо , кокълче .",,мамо кокълче
UTT_001700,ALE,1;06.21,ALE,"da, da, da .","['da', ',', 'da', ',', 'da', '.']","['da', ',', 'da', ',', 'da', '.']","['da', 'da', 'da']",3,"Да, да, да .","['да', 'да', 'да']","Да , да , да .","Да , да , да .",,да да да
UTT_001704,ALE,1;06.21,ALE,"ma-xa, ma-xa, ma-xa .","['ma-xa', ',', 'ma-xa', ',', 'ma-xa', '.']","['ma-xa', ',', 'ma-xa', ',', 'ma-xa', '.']","['ma-xa', 'ma-xa', 'ma-xa']",3,"Ма-xа, ма-xа, ма-xа .","['ма-xа', 'ма-xа', 'ма-xа']","Ма-xа , ма-xа , ма-xа .","Ма-xа , ма-xа , ма-xа .",,ма xа ма xа ма xа
UTT_001718,ALE,1;06.21,ALE,"ni ta, ni ta [: ne shta] !","['ni', 'ta', ',', 'ni', 'ne', 'shta', '!']","['ni', 'ta', ',', 'ni', 'ne', 'shta', '!']","['ni', 'ta', 'ni', 'ne', 'shta']",5,"Ни та, ни та [: не ща] !","['ни', 'та', 'ни', 'та', 'не', 'ща']","Ни та , ни та !","Ни та , не ща !",,ни та не ща
UTT_001721,ALE,1;06.21,ALE,eto go .,"['eto', 'go', '.']","['eto', 'go', '.']","['eto', 'go']",2,Ето го .,"['ето', 'го']",Ето го .,Ето го .,Ето го .,ето го
UTT_001727,ALE,1;06.21,ALE,ni te [: ne shta] !,"['ni', 'ne', 'shta', '!']","['ni', 'ne', 'shta', '!']","['ni', 'ne', 'shta']",3,Ни те [: не ща] !,"['ни', 'те', 'не', 'ща']",Ни те !,не ща !,,не ща
UTT_001729,ALE,1;06.21,ALE,ej go tuk .,"['ej', 'go', 'tuk', '.']","['ej', 'go', 'tuk', '.']","['ej', 'go', 'tuk']",3,Ей го тук .,"['ей', 'го', 'тук']",Ей го тук .,Ей го тук .,Ей го тук .,ей го тук
UTT_001738,ALE,1;06.21,ALE,majka ti .,"['majka', 'ti', '.']","['majka', 'ti', '.']","['majka', 'ti']",2,Майка ти .,"['майка', 'ти']",Майка ти .,Майка ти .,,майка ти
UTT_001743,ALE,1;06.21,ALE,daj dzhidzhito !,"['daj', 'dzhidzhito', '!']","['daj', 'dzhidzhito', '!']","['daj', 'dzhidzhito']",2,Дай джиджито !,"['дай', 'джиджито']",Дай джиджито !,Дай джиджито !,,дай джиджито
UTT_001754,ALE,1;06.21,ALE,oki ina [: Oshte edna] .,"['oki', 'Oshte', 'edna', '.']","['oki', 'oshte', 'edna', '.']","['oki', 'oshte', 'edna']",3,Оки ина [: още една] .,"['оки', 'ина', 'още', 'една']",Оки ина .,още една .,,още една
UTT_001756,ALE,1;06.21,ALE,oki ina .,"['oki', 'ina', '.']","['oki', 'ina', '.']","['oki', 'ina']",2,Оки ина .,"['оки', 'ина']",Оки ина .,Оки ина .,,оки ина
UTT_001758,ALE,1;06.21,ALE,goti [: gotvi] pitki .,"['gotvi', 'pitki', '.']","['gotvi', 'pitki', '.']","['gotvi', 'pitki']",2,Готи [: готви] питки .,"['готи', 'готви', 'питки']",Готи питки .,готви питки .,готви питки .,готви питки
UTT_001761,ALE,1;06.21,ALE,oki [: Oshte] ino [: edin] ouk [: luk] .,"['Oshte', 'edin', 'luk', '.']","['oshte', 'edin', 'luk', '.']","['oshte', 'edin', 'luk']",3,Оки [: още] ино [: един] оук [: лук] .,"['оки', 'още', 'ино', 'един', 'оук', 'лук']",Оки ино оук .,още един лук .,,още един лук
UTT_001762,ALE,1;06.21,ALE,kaka Techi .,"['kaka', 'Techi', '.']","['kaka', 'techi', '.']","['kaka', 'techi']",2,Кака течи .,"['кака', 'течи']",Кака течи .,Кака течи .,,кака течи
UTT_001764,ALE,1;06.21,ALE,ej tam .,"['ej', 'tam', '.']","['ej', 'tam', '.']","['ej', 'tam']",2,Ей там .,"['ей', 'там']",Ей там .,Ей там .,,ей там
UTT_001769,ALE,1;06.21,ALE,"mamo, pus [: pusni me] !","['mamo', ',', 'pusni', 'me', '!']","['mamo', ',', 'pusni', 'me', '!']","['mamo', 'pusni', 'me']",3,"Мамо, пус [: пусни ме] !","['мамо', 'пус', 'пусни', 'ме']","Мамо , пус !",пусни ме !,,пусни ме
UTT_001776,ALE,1;06.21,ALE,ej rejs .,"['ej', 'rejs', '.']","['ej', 'rejs', '.']","['ej', 'rejs']",2,Ей рейс .,"['ей', 'рейс']",Ей рейс .,Ей рейс .,,ей рейс
