utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_024578,SIM,1;08.26,SIM,chaka mama .,"['chaka', 'mama', '.']","['chaka', 'mama', '.']","['chaka', 'mama']",2,Чака мама .,"['чака', 'мама']",Чака мама .,Чака мама .,,чака мама
UTT_024580,SIM,1;08.26,SIM,"pileto, pileto, pileto, pileto, pileto .","['pileto', ',', 'pileto', ',', 'pileto', ',', 'pileto', ',', 'pileto', '.']","['pileto', ',', 'pileto', ',', 'pileto', ',', 'pileto', ',', 'pileto', '.']","['pileto', 'pileto', 'pileto', 'pileto', 'pileto']",5,"Пилето, пилето, пилето, пилето, пилето .","['пилето', 'пилето', 'пилето', 'пилето', 'пилето']","Пилето , пилето , пилето , пилето , пилето .","Пилето , пилето , пилето , пилето , пилето .",,пилето пилето пилето пилето пилето
UTT_024581,SIM,1;08.26,SIM,"ushi, ushi, ushi .","['ushi', ',', 'ushi', ',', 'ushi', '.']","['ushi', ',', 'ushi', ',', 'ushi', '.']","['ushi', 'ushi', 'ushi']",3,"Уши, уши, уши .","['уши', 'уши', 'уши']","Уши , уши , уши .","Уши , уши , уши .",,уши уши уши
UTT_024584,SIM,1;08.26,SIM,"chaka, chaka .","['chaka', ',', 'chaka', '.']","['chaka', ',', 'chaka', '.']","['chaka', 'chaka']",2,"Чака, чака .","['чака', 'чака']","Чака , чака .","Чака , чака .",,чака чака
UTT_024597,SIM,1;08.26,SIM,"djado, dado [: djado], djado .","['djado', ',', 'djado', ',', 'djado', '.']","['djado', ',', 'djado', ',', 'djado', '.']","['djado', 'djado', 'djado']",3,"Дядо, дадо [: дядо], дядо .","['дядо', 'дадо', 'дядо', 'дядо']","Дядо , дадо , дядо .","Дядо , дядо дядо .",,дядо дядо дядо
UTT_024599,SIM,1;08.26,SIM,"auu, kaval [: kashkaval] .","['auu', ',', 'kashkaval', '.']","['auu', ',', 'kashkaval', '.']","['auu', 'kashkaval']",2,"Ауу, кавал [: кашкавал] .","['ауу', 'кавал', 'кашкавал']","Ауу , кавал .","Ауу , кашкавал .",,ауу кашкавал
UTT_024601,SIM,1;08.26,SIM,"kaval [: kashkaval], kaval [: kashkaval] .","['kashkaval', ',', 'kashkaval', '.']","['kashkaval', ',', 'kashkaval', '.']","['kashkaval', 'kashkaval']",2,"Кавал [: кашкавал], кавал [: кашкавал] .","['кавал', 'кашкавал', 'кавал', 'кашкавал']","Кавал , кавал .",кашкавал кашкавал .,,кашкавал кашкавал
UTT_024602,SIM,1;08.26,SIM,"bebcho, bebcho, bebcho, bebcho .","['bebcho', ',', 'bebcho', ',', 'bebcho', ',', 'bebcho', '.']","['bebcho', ',', 'bebcho', ',', 'bebcho', ',', 'bebcho', '.']","['bebcho', 'bebcho', 'bebcho', 'bebcho']",4,"Бебчо, бебчо, бебчо, бебчо .","['бебчо', 'бебчо', 'бебчо', 'бебчо']","Бебчо , бебчо , бебчо , бебчо .","Бебчо , бебчо , бебчо , бебчо .",,бебчо бебчо бебчо бебчо
UTT_024605,SIM,1;08.26,SIM,"a sega, a sega .","['a', 'sega', ',', 'a', 'sega', '.']","['a', 'sega', ',', 'a', 'sega', '.']","['a', 'sega', 'a', 'sega']",4,"А сега, а сега .","['а', 'сега', 'а', 'сега']","А сега , а сега .","А сега , а сега .",,а сега а сега
UTT_024607,SIM,1;08.26,SIM,koja pesen peesh ?,"['koja', 'pesen', 'peesh', '?']","['koja', 'pesen', 'peesh', '?']","['koja', 'pesen', 'peesh']",3,Коя песен пееш ?,"['коя', 'песен', 'пееш']",Коя песен пееш ?,Коя песен пееш ?,,коя песен пееш
UTT_024610,SIM,1;08.26,SIM,"bebe, bebe, bebe, bebe, bebe .","['bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', 'bebe', 'bebe', 'bebe', 'bebe']",5,"Бебе, бебе, бебе, бебе, бебе .","['бебе', 'бебе', 'бебе', 'бебе', 'бебе']","Бебе , бебе , бебе , бебе , бебе .","Бебе , бебе , бебе , бебе , бебе .",,бебе бебе бебе бебе бебе
UTT_024614,SIM,1;08.26,SIM,dealoto [: odealoto] mama .,"['odealoto', 'mama', '.']","['odealoto', 'mama', '.']","['odealoto', 'mama']",2,Деалото [: одеалото] мама .,"['деалото', 'одеалото', 'мама']",Деалото мама .,одеалото мама .,,одеалото мама
UTT_024617,SIM,1;08.26,SIM,pudi [: peperudi] bebe .,"['peperudi', 'bebe', '.']","['peperudi', 'bebe', '.']","['peperudi', 'bebe']",2,Пуди [: пеперуди] бебе .,"['пуди', 'пеперуди', 'бебе']",Пуди бебе .,пеперуди бебе .,,пеперуди бебе
UTT_024620,SIM,1;09.02,SIM,mama dyzhi [: dyrzhi] .,"['mama', 'dyrzhi', '.']","['mama', 'dyrzhi', '.']","['mama', 'dyrzhi']",2,Мама дъжи [: държи] .,"['мама', 'дъжи', 'държи']",Мама дъжи .,Мама държи .,,мама държи
UTT_024627,SIM,1;09.02,SIM,mjata [: metlata] malkata .,"['metlata', 'malkata', '.']","['metlata', 'malkata', '.']","['metlata', 'malkata']",2,Мята [: метлата] малката .,"['мята', 'метлата', 'малката']",Мята малката .,метлата малката .,,метлата малката
UTT_024631,SIM,1;09.02,SIM,maxna muxata .,"['maxna', 'muxata', '.']","['maxna', 'muxata', '.']","['maxna', 'muxata']",2,Маxна муxата .,"['маxна', 'муxата']",Маxна муxата .,Маxна муxата .,,маxна муxата
UTT_024632,SIM,1;09.02,SIM,bija naga [: vednaga] .,"['bija', 'vednaga', '.']","['bija', 'vednaga', '.']","['bija', 'vednaga']",2,Бия нага [: веднага] .,"['бия', 'нага', 'веднага']",Бия нага .,Бия веднага .,,бия веднага
UTT_024634,SIM,1;09.02,SIM,palkata tyrsi Moni .,"['palkata', 'tyrsi', 'Moni', '.']","['palkata', 'tyrsi', 'moni', '.']","['palkata', 'tyrsi', 'moni']",3,Палката търси мони .,"['палката', 'търси', 'мони']",Палката търси мони .,Палката търси мони .,,палката търси мони
UTT_024635,SIM,1;09.02,SIM,"tyrsi, tyrsi .","['tyrsi', ',', 'tyrsi', '.']","['tyrsi', ',', 'tyrsi', '.']","['tyrsi', 'tyrsi']",2,"Търси, търси .","['търси', 'търси']","Търси , търси .","Търси , търси .",,търси търси
UTT_024636,SIM,1;09.02,SIM,"palkata tyrsi, palkata .","['palkata', 'tyrsi', ',', 'palkata', '.']","['palkata', 'tyrsi', ',', 'palkata', '.']","['palkata', 'tyrsi', 'palkata']",3,"Палката търси, палката .","['палката', 'търси', 'палката']","Палката търси , палката .","Палката търси , палката .",,палката търси палката
UTT_024641,SIM,1;09.02,SIM,"mamo, tesh [: metesh] .","['mamo', ',', 'metesh', '.']","['mamo', ',', 'metesh', '.']","['mamo', 'metesh']",2,"Мамо, теш [: метеш] .","['мамо', 'теш', 'метеш']","Мамо , теш .","Мамо , метеш .",,мамо метеш
UTT_024644,SIM,1;09.02,SIM,etesh [: metesh] tam .,"['metesh', 'tam', '.']","['metesh', 'tam', '.']","['metesh', 'tam']",2,Етеш [: метеш] там .,"['етеш', 'метеш', 'там']",Етеш там .,метеш там .,Метеш там .,метеш там
UTT_024650,SIM,1;09.02,SIM,shtipka zelena .,"['shtipka', 'zelena', '.']","['shtipka', 'zelena', '.']","['shtipka', 'zelena']",2,Щипка зелена .,"['щипка', 'зелена']",Щипка зелена .,Щипка зелена .,,щипка зелена
UTT_024651,SIM,1;09.02,SIM,tyrvax [: iztyrvax] go .,"['iztyrvax', 'go', '.']","['iztyrvax', 'go', '.']","['iztyrvax', 'go']",2,Търваx [: изтърваx] го .,"['търваx', 'изтърваx', 'го']",Търваx го .,изтърваx го .,,изтърваx го
UTT_024660,SIM,1;09.02,SIM,"a, eeej tam taktora [: traktora] .","['a', ',', 'eeej', 'tam', 'traktora', '.']","['a', ',', 'eeej', 'tam', 'traktora', '.']","['a', 'eeej', 'tam', 'traktora']",4,"А, ееей там тактора [: трактора] .","['а', 'ееей', 'там', 'тактора', 'трактора']","А , ееей там тактора .","А , ееей там трактора .",,а ееей там трактора
UTT_024664,SIM,1;09.02,SIM,"tam, tam vidim tam .","['tam', ',', 'tam', 'vidim', 'tam', '.']","['tam', ',', 'tam', 'vidim', 'tam', '.']","['tam', 'tam', 'vidim', 'tam']",4,"Там, там видим там .","['там', 'там', 'видим', 'там']","Там , там видим там .","Там , там видим там .","Там , там видим там .",там там видим там
UTT_024665,SIM,1;09.02,SIM,"minem tuka, minem tuka, minem tam, minem .","['minem', 'tuka', ',', 'minem', 'tuka', ',', 'minem', 'tam', ',', 'minem', '.']","['minem', 'tuka', ',', 'minem', 'tuka', ',', 'minem', 'tam', ',', 'minem', '.']","['minem', 'tuka', 'minem', 'tuka', 'minem', 'tam', 'minem']",7,"Минем тука, минем тука, минем там, минем .","['минем', 'тука', 'минем', 'тука', 'минем', 'там', 'минем']","Минем тука , минем тука , минем там , минем .","Минем тука , минем тука , минем там , минем .",,минем тука минем тука минем там минем
UTT_024667,SIM,1;09.02,SIM,"taktor [: traktor] xubav, taktor [: traktor] xubav .","['traktor', 'xubav', ',', 'traktor', 'xubav', '.']","['traktor', 'xubav', ',', 'traktor', 'xubav', '.']","['traktor', 'xubav', 'traktor', 'xubav']",4,"Тактор [: трактор] xубав, тактор [: трактор] xубав .","['тактор', 'трактор', 'xубав', 'тактор', 'трактор', 'xубав']","Тактор xубав , тактор xубав .","трактор xубав , трактор xубав .",,трактор xубав трактор xубав
UTT_024671,SIM,1;09.02,SIM,"ox, Moni izvadi tudno [: trudno], izvadi go .","['ox', ',', 'Moni', 'izvadi', 'trudno', ',', 'izvadi', 'go', '.']","['ox', ',', 'moni', 'izvadi', 'trudno', ',', 'izvadi', 'go', '.']","['ox', 'moni', 'izvadi', 'trudno', 'izvadi', 'go']",6,"Оx, мони извади тудно [: трудно], извади го .","['оx', 'мони', 'извади', 'тудно', 'трудно', 'извади', 'го']","Оx , мони извади тудно , извади го .","Оx , мони извади трудно извади го .",,оx мони извади трудно извади го
UTT_024678,SIM,1;09.02,SIM,vze go .,"['vze', 'go', '.']","['vze', 'go', '.']","['vze', 'go']",2,Взе го .,"['взе', 'го']",Взе го .,Взе го .,,взе го
UTT_024684,SIM,1;09.02,SIM,"bebi, bebcho, bebcho .","['bebi', ',', 'bebcho', ',', 'bebcho', '.']","['bebi', ',', 'bebcho', ',', 'bebcho', '.']","['bebi', 'bebcho', 'bebcho']",3,"Беби, бебчо, бебчо .","['беби', 'бебчо', 'бебчо']","Беби , бебчо , бебчо .","Беби , бебчо , бебчо .","Беби , бебчо , бебчо .",беби бебчо бебчо
UTT_024686,SIM,1;09.02,SIM,"bicham [: obicham] mama, tati, bebi, tati .","['obicham', 'mama', ',', 'tati', ',', 'bebi', ',', 'tati', '.']","['obicham', 'mama', ',', 'tati', ',', 'bebi', ',', 'tati', '.']","['obicham', 'mama', 'tati', 'bebi', 'tati']",5,"Бичам [: обичам] мама, тати, беби, тати .","['бичам', 'обичам', 'мама', 'тати', 'беби', 'тати']","Бичам мама , тати , беби , тати .","обичам мама , тати , беби , тати .",,обичам мама тати беби тати
UTT_024687,SIM,1;09.02,SIM,"tati, mama, tati, tati, bebe, mama, tati, bebe .","['tati', ',', 'mama', ',', 'tati', ',', 'tati', ',', 'bebe', ',', 'mama', ',', 'tati', ',', 'bebe', '.']","['tati', ',', 'mama', ',', 'tati', ',', 'tati', ',', 'bebe', ',', 'mama', ',', 'tati', ',', 'bebe', '.']","['tati', 'mama', 'tati', 'tati', 'bebe', 'mama', 'tati', 'bebe']",8,"Тати, мама, тати, тати, бебе, мама, тати, бебе .","['тати', 'мама', 'тати', 'тати', 'бебе', 'мама', 'тати', 'бебе']","Тати , мама , тати , тати , бебе , мама , тати , бебе .","Тати , мама , тати , тати , бебе , мама , тати , бебе .",,тати мама тати тати бебе мама тати бебе
UTT_024691,SIM,1;09.02,SIM,"vyvish [: vyrvish], vyvish [: vyrvish], vyvish [: vyrvish] .","['vyrvish', ',', 'vyrvish', ',', 'vyrvish', '.']","['vyrvish', ',', 'vyrvish', ',', 'vyrvish', '.']","['vyrvish', 'vyrvish', 'vyrvish']",3,"Въвиш [: вървиш], въвиш [: вървиш], въвиш [: вървиш] .","['въвиш', 'вървиш', 'въвиш', 'вървиш', 'въвиш', 'вървиш']","Въвиш , въвиш , въвиш .",вървиш вървиш вървиш .,,вървиш вървиш вървиш
UTT_024693,SIM,1;09.02,SIM,"mame, ne ikash [: ne iskash] .","['mame', ',', 'ne', 'ne', 'iskash', '.']","['mame', ',', 'ne', 'ne', 'iskash', '.']","['mame', 'ne', 'ne', 'iskash']",4,"Маме, не икаш [: не искаш] .","['маме', 'не', 'икаш', 'не', 'искаш']","Маме , не икаш .","Маме , не искаш .",,маме не искаш
UTT_024694,SIM,1;09.02,SIM,"vyvi [: vyrvi], vyvi [: vyrvi], vyvi [: vyrvi] .","['vyrvi', ',', 'vyrvi', ',', 'vyrvi', '.']","['vyrvi', ',', 'vyrvi', ',', 'vyrvi', '.']","['vyrvi', 'vyrvi', 'vyrvi']",3,"Въви [: върви], въви [: върви], въви [: върви] .","['въви', 'върви', 'въви', 'върви', 'въви', 'върви']","Въви , въви , въви .",върви върви върви .,,върви върви върви
UTT_024695,SIM,1;09.02,SIM,skacha visokoto .,"['skacha', 'visokoto', '.']","['skacha', 'visokoto', '.']","['skacha', 'visokoto']",2,Скача високото .,"['скача', 'високото']",Скача високото .,Скача високото .,,скача високото
UTT_024696,SIM,1;09.02,SIM,"bicha [: obicha] visokoto, bicha [: obicha] visokoto, bicha [: obicha] visokoto .","['obicha', 'visokoto', ',', 'obicha', 'visokoto', ',', 'obicha', 'visokoto', '.']","['obicha', 'visokoto', ',', 'obicha', 'visokoto', ',', 'obicha', 'visokoto', '.']","['obicha', 'visokoto', 'obicha', 'visokoto', 'obicha', 'visokoto']",6,"Бича [: обича] високото, бича [: обича] високото, бича [: обича] високото .","['бича', 'обича', 'високото', 'бича', 'обича', 'високото', 'бича', 'обича', 'високото']","Бича високото , бича високото , бича високото .","обича високото , обича високото , обича високото .",,обича високото обича високото обича високото
UTT_024699,SIM,1;09.02,SIM,"dve, tri .","['dve', ',', 'tri', '.']","['dve', ',', 'tri', '.']","['dve', 'tri']",2,"Две, три .","['две', 'три']","Две , три .","Две , три .",,две три
UTT_024704,SIM,1;09.02,SIM,"suchi, suchi .","['suchi', ',', 'suchi', '.']","['suchi', ',', 'suchi', '.']","['suchi', 'suchi']",2,"Сучи, сучи .","['сучи', 'сучи']","Сучи , сучи .","Сучи , сучи .",,сучи сучи
UTT_024705,SIM,1;09.02,SIM,kachesh [: karash] plache bebeto .,"['karash', 'plache', 'bebeto', '.']","['karash', 'plache', 'bebeto', '.']","['karash', 'plache', 'bebeto']",3,Качеш [: караш] плаче бебето .,"['качеш', 'караш', 'плаче', 'бебето']",Качеш плаче бебето .,караш плаче бебето .,,караш плаче бебето
UTT_024707,SIM,1;09.02,SIM,"m, ne .","['m', ',', 'ne', '.']","['m', ',', 'ne', '.']","['m', 'ne']",2,"М, не .","['м', 'не']","М , не .","М , не .",,м не
UTT_024708,SIM,1;09.02,SIM,mine dupkata .,"['mine', 'dupkata', '.']","['mine', 'dupkata', '.']","['mine', 'dupkata']",2,Мине дупката .,"['мине', 'дупката']",Мине дупката .,Мине дупката .,Мине дупката .,мине дупката
UTT_024719,SIM,1;09.02,SIM,zemi [: vzemi] goto [: legloto] .,"['vzemi', 'legloto', '.']","['vzemi', 'legloto', '.']","['vzemi', 'legloto']",2,Земи [: вземи] гото [: леглото] .,"['земи', 'вземи', 'гото', 'леглото']",Земи гото .,вземи леглото .,Вземи леглото .,вземи леглото
UTT_024726,SIM,1;09.02,SIM,"tuk, tuk .","['tuk', ',', 'tuk', '.']","['tuk', ',', 'tuk', '.']","['tuk', 'tuk']",2,"Тук, тук .","['тук', 'тук']","Тук , тук .","Тук , тук .",,тук тук
UTT_024727,SIM,1;09.02,SIM,"tuk, tuk .","['tuk', ',', 'tuk', '.']","['tuk', ',', 'tuk', '.']","['tuk', 'tuk']",2,"Тук, тук .","['тук', 'тук']","Тук , тук .","Тук , тук .",,тук тук
UTT_024729,SIM,1;09.02,SIM,ne nosi gyneto [: gyrneto] .,"['ne', 'nosi', 'gyrneto', '.']","['ne', 'nosi', 'gyrneto', '.']","['ne', 'nosi', 'gyrneto']",3,Не носи гънето [: гърнето] .,"['не', 'носи', 'гънето', 'гърнето']",Не носи гънето .,Не носи гърнето .,,не носи гърнето
UTT_024732,SIM,1;09.02,SIM,buja [: obuja] tez bujkite [: obuvkite] .,"['obuja', 'tez', 'obuvkite', '.']","['obuja', 'tez', 'obuvkite', '.']","['obuja', 'tez', 'obuvkite']",3,Буя [: обуя] тез буйките [: обувките] .,"['буя', 'обуя', 'тез', 'буйките', 'обувките']",Буя тез буйките .,обуя тез обувките .,,обуя тез обувките
UTT_024733,SIM,1;09.02,SIM,"tez, tez, buja [: obuja], tez buja [: obuja], tez, tez .","['tez', ',', 'tez', ',', 'obuja', ',', 'tez', 'obuja', ',', 'tez', ',', 'tez', '.']","['tez', ',', 'tez', ',', 'obuja', ',', 'tez', 'obuja', ',', 'tez', ',', 'tez', '.']","['tez', 'tez', 'obuja', 'tez', 'obuja', 'tez', 'tez']",7,"Тез, тез, буя [: обуя], тез буя [: обуя], тез, тез .","['тез', 'тез', 'буя', 'обуя', 'тез', 'буя', 'обуя', 'тез', 'тез']","Тез , тез , буя , тез буя , тез , тез .","Тез , тез , обуя тез обуя тез , тез .",,тез тез обуя тез обуя тез тез
UTT_024736,SIM,1;09.02,SIM,"sednesh, sednesh, sednesh .","['sednesh', ',', 'sednesh', ',', 'sednesh', '.']","['sednesh', ',', 'sednesh', ',', 'sednesh', '.']","['sednesh', 'sednesh', 'sednesh']",3,"Седнеш, седнеш, седнеш .","['седнеш', 'седнеш', 'седнеш']","Седнеш , седнеш , седнеш .","Седнеш , седнеш , седнеш .",,седнеш седнеш седнеш
UTT_024737,SIM,1;09.02,SIM,"sedne, sedne, sednesh, sednesh .","['sedne', ',', 'sedne', ',', 'sednesh', ',', 'sednesh', '.']","['sedne', ',', 'sedne', ',', 'sednesh', ',', 'sednesh', '.']","['sedne', 'sedne', 'sednesh', 'sednesh']",4,"Седне, седне, седнеш, седнеш .","['седне', 'седне', 'седнеш', 'седнеш']","Седне , седне , седнеш , седнеш .","Седне , седне , седнеш , седнеш .",,седне седне седнеш седнеш
UTT_024740,SIM,1;09.02,SIM,sedne stola mama .,"['sedne', 'stola', 'mama', '.']","['sedne', 'stola', 'mama', '.']","['sedne', 'stola', 'mama']",3,Седне стола мама .,"['седне', 'стола', 'мама']",Седне стола мама .,Седне стола мама .,,седне стола мама
UTT_024741,SIM,1;09.02,SIM,tuk sedne tuk .,"['tuk', 'sedne', 'tuk', '.']","['tuk', 'sedne', 'tuk', '.']","['tuk', 'sedne', 'tuk']",3,Тук седне тук .,"['тук', 'седне', 'тук']",Тук седне тук .,Тук седне тук .,,тук седне тук
UTT_024743,SIM,1;09.02,SIM,"nejno, nejno kacheto [: kracheto] .","['nejno', ',', 'nejno', 'kracheto', '.']","['nejno', ',', 'nejno', 'kracheto', '.']","['nejno', 'nejno', 'kracheto']",3,"Нейно, нейно качето [: крачето] .","['нейно', 'нейно', 'качето', 'крачето']","Нейно , нейно качето .","Нейно , нейно крачето .",,нейно нейно крачето
UTT_024746,SIM,1;09.02,SIM,"ne, nee, kyde, ne .","['ne', ',', 'nee', ',', 'kyde', ',', 'ne', '.']","['ne', ',', 'nee', ',', 'kyde', ',', 'ne', '.']","['ne', 'nee', 'kyde', 'ne']",4,"Не, нее, къде, не .","['не', 'нее', 'къде', 'не']","Не , нее , къде , не .","Не , нее , къде , не .",,не нее къде не
UTT_024747,SIM,1;09.02,SIM,"sedne, sedna .","['sedne', ',', 'sedna', '.']","['sedne', ',', 'sedna', '.']","['sedne', 'sedna']",2,"Седне, седна .","['седне', 'седна']","Седне , седна .","Седне , седна .",,седне седна
UTT_024754,SIM,1;09.02,SIM,"Moni, Moni .","['Moni', ',', 'Moni', '.']","['moni', ',', 'moni', '.']","['moni', 'moni']",2,"Мони, мони .","['мони', 'мони']","Мони , мони .","Мони , мони .",,мони мони
UTT_024760,SIM,1;09.02,SIM,"sedni, sedni !","['sedni', ',', 'sedni', '!']","['sedni', ',', 'sedni', '!']","['sedni', 'sedni']",2,"Седни, седни !","['седни', 'седни']","Седни , седни !","Седни , седни !",,седни седни
UTT_024762,SIM,1;09.02,SIM,sednali dvete .,"['sednali', 'dvete', '.']","['sednali', 'dvete', '.']","['sednali', 'dvete']",2,Седнали двете .,"['седнали', 'двете']",Седнали двете .,Седнали двете .,,седнали двете
UTT_024763,SIM,1;09.02,SIM,"tavi [: ostavi], tavi [: ostavi], tavi [: ostavi] .","['ostavi', ',', 'ostavi', ',', 'ostavi', '.']","['ostavi', ',', 'ostavi', ',', 'ostavi', '.']","['ostavi', 'ostavi', 'ostavi']",3,"Тави [: остави], тави [: остави], тави [: остави] .","['тави', 'остави', 'тави', 'остави', 'тави', 'остави']","Тави , тави , тави .",остави остави остави .,,остави остави остави
UTT_024764,SIM,1;09.02,SIM,xubabi [: xubavi] sednali .,"['xubavi', 'sednali', '.']","['xubavi', 'sednali', '.']","['xubavi', 'sednali']",2,Xубаби [: xубави] седнали .,"['xубаби', 'xубави', 'седнали']",Xубаби седнали .,xубави седнали .,,xубави седнали
UTT_024765,SIM,1;09.02,SIM,"op, kochi [: skochi], op buvkata [: obuvkata] .","['op', ',', 'skochi', ',', 'op', 'obuvkata', '.']","['op', ',', 'skochi', ',', 'op', 'obuvkata', '.']","['op', 'skochi', 'op', 'obuvkata']",4,"Оп, кочи [: скочи], оп бувката [: обувката] .","['оп', 'кочи', 'скочи', 'оп', 'бувката', 'обувката']","Оп , кочи , оп бувката .","Оп , скочи оп обувката .",,оп скочи оп обувката
UTT_024768,SIM,1;09.02,SIM,"makolo [: izcapalo] mjata, makalo [: izcapalo] mjata .","['izcapalo', 'mjata', ',', 'izcapalo', 'mjata', '.']","['izcapalo', 'mjata', ',', 'izcapalo', 'mjata', '.']","['izcapalo', 'mjata', 'izcapalo', 'mjata']",4,"Маколо [: изцапало] мята, макало [: изцапало] мята .","['маколо', 'изцапало', 'мята', 'макало', 'изцапало', 'мята']","Маколо мята , макало мята .","изцапало мята , изцапало мята .",,изцапало мята изцапало мята
UTT_024771,SIM,1;09.02,SIM,"capalo [: izcapalo], capalo [: izcapalo], capa .","['izcapalo', ',', 'izcapalo', ',', 'capa', '.']","['izcapalo', ',', 'izcapalo', ',', 'capa', '.']","['izcapalo', 'izcapalo', 'capa']",3,"Цапало [: изцапало], цапало [: изцапало], цапа .","['цапало', 'изцапало', 'цапало', 'изцапало', 'цапа']","Цапало , цапало , цапа .",изцапало изцапало цапа .,"Изцапало , изцапало , цапа .",изцапало изцапало цапа
UTT_024772,SIM,1;09.02,SIM,"uhi [: muxi], uhi [: muxi] .","['muxi', ',', 'muxi', '.']","['muxi', ',', 'muxi', '.']","['muxi', 'muxi']",2,"Ухи [: муxи], ухи [: муxи] .","['ухи', 'муxи', 'ухи', 'муxи']","Ухи , ухи .",муxи муxи .,,муxи муxи
UTT_024776,SIM,1;09.02,SIM,"bam, uhi [: muxi], muxi [: muxi] .","['bam', ',', 'muxi', ',', 'muxi', '.']","['bam', ',', 'muxi', ',', 'muxi', '.']","['bam', 'muxi', 'muxi']",3,"Бам, ухи [: муxи], муxи [: муxи] .","['бам', 'ухи', 'муxи', 'муxи', 'муxи']","Бам , ухи , муxи .","Бам , муxи муxи .",,бам муxи муxи
UTT_024777,SIM,1;09.02,SIM,"bam, pavi [: pravi] bam .","['bam', ',', 'pravi', 'bam', '.']","['bam', ',', 'pravi', 'bam', '.']","['bam', 'pravi', 'bam']",3,"Бам, пави [: прави] бам .","['бам', 'пави', 'прави', 'бам']","Бам , пави бам .","Бам , прави бам .",,бам прави бам
UTT_024780,SIM,1;09.02,SIM,ne ikam [: iskam] .,"['ne', 'iskam', '.']","['ne', 'iskam', '.']","['ne', 'iskam']",2,Не икам [: искам] .,"['не', 'икам', 'искам']",Не икам .,Не искам .,,не искам
UTT_024782,SIM,1;09.02,SIM,"biem mama, bam .","['biem', 'mama', ',', 'bam', '.']","['biem', 'mama', ',', 'bam', '.']","['biem', 'mama', 'bam']",3,"Бием мама, бам .","['бием', 'мама', 'бам']","Бием мама , бам .","Бием мама , бам .",,бием мама бам
UTT_024786,SIM,1;09.02,SIM,"bebcho, bebcho bjaga .","['bebcho', ',', 'bebcho', 'bjaga', '.']","['bebcho', ',', 'bebcho', 'bjaga', '.']","['bebcho', 'bebcho', 'bjaga']",3,"Бебчо, бебчо бяга .","['бебчо', 'бебчо', 'бяга']","Бебчо , бебчо бяга .","Бебчо , бебчо бяга .",,бебчо бебчо бяга
UTT_024789,SIM,1;09.02,SIM,bija bebcho .,"['bija', 'bebcho', '.']","['bija', 'bebcho', '.']","['bija', 'bebcho']",2,Бия бебчо .,"['бия', 'бебчо']",Бия бебчо .,Бия бебчо .,,бия бебчо
UTT_024792,SIM,1;09.02,SIM,"bija mama, tati .","['bija', 'mama', ',', 'tati', '.']","['bija', 'mama', ',', 'tati', '.']","['bija', 'mama', 'tati']",3,"Бия мама, тати .","['бия', 'мама', 'тати']","Бия мама , тати .","Бия мама , тати .","Бия мама , тати .",бия мама тати
UTT_024795,SIM,1;09.02,SIM,"gyzito [: dupeto], biJa dupeto .","['dupeto', ',', 'biJa', 'dupeto', '.']","['dupeto', ',', 'bija', 'dupeto', '.']","['dupeto', 'bija', 'dupeto']",3,"Гъзито [: дупето], бия дупето .","['гъзито', 'дупето', 'бия', 'дупето']","Гъзито , бия дупето .",дупето бия дупето .,,дупето бия дупето
UTT_024799,SIM,1;09.02,SIM,"taka, taka .","['taka', ',', 'taka', '.']","['taka', ',', 'taka', '.']","['taka', 'taka']",2,"Така, така .","['така', 'така']","Така , така .","Така , така .",,така така
UTT_024804,SIM,1;09.02,SIM,"bija, bija .","['bija', ',', 'bija', '.']","['bija', ',', 'bija', '.']","['bija', 'bija']",2,"Бия, бия .","['бия', 'бия']","Бия , бия .","Бия , бия .",,бия бия
UTT_024805,SIM,1;09.02,SIM,"vynka [: vyn], vynka [: vyn] .","['vyn', ',', 'vyn', '.']","['vyn', ',', 'vyn', '.']","['vyn', 'vyn']",2,"Вънка [: вън], вънка [: вън] .","['вънка', 'вън', 'вънка', 'вън']","Вънка , вънка .",вън вън .,,вън вън
UTT_024807,SIM,1;09.02,SIM,"vynka [: vyn], vynka [: vyn], vynka [: vyn] .","['vyn', ',', 'vyn', ',', 'vyn', '.']","['vyn', ',', 'vyn', ',', 'vyn', '.']","['vyn', 'vyn', 'vyn']",3,"Вънка [: вън], вънка [: вън], вънка [: вън] .","['вънка', 'вън', 'вънка', 'вън', 'вънка', 'вън']","Вънка , вънка , вънка .",вън вън вън .,,вън вън вън
